unnamed,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,severerisk
0,4/1/2021,1617256800,20.8,-1.3,9,20.8,-2.7,8.6,-9.7,31.7,0,0,0,,0,0,,14.5,160.3,1023.3,0,16,275,23.7,9,6:44:27,1617281067,19:25:53,1617326753,0.64,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', '99999994075', 'KBDU', '72053800164']",obs,,
1,4/2/2021,1617343200,22.8,4.9,13.6,22.8,3.8,13.2,-9.3,21.3,0,0,0,,0,0,29.5,12,162.3,1018.1,0,16,236.5,20.5,9,6:42:51,1617367371,19:26:54,1617413214,0.67,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
2,4/3/2021,1617429600,25.7,3.7,15.8,25.7,3.7,15.8,-7.5,22.6,0,0,0,,0,0,27.7,14.5,190.3,1021.4,0,16,278.5,24.1,9,6:41:15,1617453675,19:27:55,1617499675,0.71,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
3,4/4/2021,1617516000,25.8,9.4,17.6,25.8,7.7,17.4,-6,20.9,0,0,0,,0,0,38.9,23.4,266.6,1017.9,0,16,211.1,18.1,7,6:39:40,1617539980,19:28:56,1617586136,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
4,4/5/2021,1617602400,25.8,9.3,17.9,25.8,9.3,17.9,-6.2,20.4,0,0,0,,0,0,27.7,21,230.9,1007.8,0,16,184.9,15.9,7,6:38:05,1617626285,19:29:57,1617672597,0.78,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
5,4/6/2021,1617688800,13.8,2.9,8,13.8,1.4,7,-0.5,58.2,1.69,100,8.33,['rain'],0,0,45.8,25.1,15.5,1007.1,42.4,15.6,145.3,12.7,8,6:36:30,1617712590,19:30:57,1617759057,0.81,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
6,4/7/2021,1617775200,16.8,0,7.8,16.8,-2.6,7.2,-2.5,57.3,0.009,100,4.17,"['rain', 'snow']",0,0,54.2,37.2,264.2,1014.3,43.5,16,262,22.6,9,6:34:56,1617798896,19:31:58,1617845518,0.85,"Snow, Rain, Partially cloudy",Clearing in the afternoon with morning rain or snow.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
7,4/8/2021,1617861600,20.8,4.7,13.4,20.8,2.8,13,-8.6,23.1,0,0,0,,0,0,53.1,31.7,273.5,1009,3.9,16,256.6,22.3,9,6:33:22,1617885202,19:32:59,1617931979,0.88,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
8,4/9/2021,1617948000,13.4,1.8,7.6,13.4,-0.3,6.1,-7.4,36.3,0.022,100,12.5,"['rain', 'snow']",0,0,50,27.7,9.2,1014.1,25.7,16,240,20.7,8,6:31:49,1617971509,19:34:00,1618018440,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
9,4/10/2021,1618034400,19.8,-1.2,9.5,19.8,-2.1,9.4,-8.3,35.1,0,0,0,,0,0,48.6,33.1,269.8,1011.1,0,16,286.5,24.6,9,6:30:16,1618057816,19:35:01,1618104901,0.95,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
10,4/11/2021,1618120800,12.4,3.8,9.3,12.4,0.3,8.2,-8.1,30.3,0,0,0,,0,0,37.1,16.6,77,1010.2,30.2,16,267.5,22.9,9,6:28:44,1618144124,19:36:02,1618191362,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
11,4/12/2021,1618207200,3.9,-1.4,1.6,2.8,-4,0.3,-7.8,49.8,0,0,0,,0.3,0.1,,12.8,358.4,1019.4,71.6,16,92.7,8,4,6:27:12,1618230432,19:37:03,1618277823,0.02,Partially cloudy,Partly cloudy throughout the day.,snow,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
12,4/13/2021,1618293600,3.8,-2.1,1.2,3.8,-3.2,-0.8,-4.4,68.4,0.667,100,70.83,"['rain', 'snow']",0.4,0.4,,15.9,342.7,1022.4,97.4,12.5,97,8.2,4,6:25:41,1618316741,19:38:04,1618364284,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
13,4/14/2021,1618380000,4.8,-2.1,0.9,4.8,-6.1,-1.2,-2.5,79.5,0.054,100,16.67,"['rain', 'snow']",0,0.1,,20,347.1,1021.3,97.8,15.5,77.8,6.8,3,6:24:10,1618403050,19:39:04,1618450744,0.09,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"['KLMO', 'D5993', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
14,4/15/2021,1618466400,2.9,-1.1,0.9,0.9,-5.6,-1.9,-1.6,84.4,4.244,100,37.5,"['rain', 'snow']",1.7,0.6,,18.1,359.2,1015.9,95.5,11.2,35.2,3.2,2,6:22:41,1618489361,19:40:05,1618537205,0.12,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
15,4/16/2021,1618552800,1.9,-2.1,-0.2,1.9,-4.9,-1.2,-2,88.2,1.498,100,79.17,"['rain', 'snow']",3.8,3.9,,10.8,341.3,1021.4,89.9,9.3,109.9,9.2,5,6:21:12,1618575672,19:41:06,1618623666,0.15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
16,4/17/2021,1618639200,6.9,-1.3,2.4,6.9,-2.7,1.3,-4.5,64.1,0.351,100,37.5,"['rain', 'snow']",0,2.9,,12.5,230.5,1023.4,25.7,14.9,234.5,20.3,9,6:19:43,1618661983,19:42:07,1618710127,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
17,4/18/2021,1618725600,12.8,0.5,7,12.8,-4,5.3,-6.6,38.6,0.013,100,4.17,['rain'],0,0.6,33.4,23.5,246.9,1020.3,3.8,15.9,263.3,22.7,9,6:18:16,1618748296,19:43:08,1618796588,0.22,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
18,4/19/2021,1618812000,7.4,-5.2,1,7.4,-8.6,-1.7,-2.9,80.6,8.55,100,41.67,"['rain', 'snow']",4.1,1.5,49.5,31.1,40.5,1018,65.4,7.8,36.9,3.2,2,6:16:49,1618834609,19:44:09,1618883049,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
19,4/20/2021,1618898400,0.9,-9.4,-2.9,-0.2,-11.4,-4.5,-9.4,65.6,1.044,100,29.17,"['rain', 'snow']",3,5.7,,10.3,132.4,1023.5,26.6,14.1,315.4,27.4,9,6:15:23,1618920923,19:45:10,1618969510,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
20,4/21/2021,1618984800,-0.1,-2.1,-0.6,-0.1,-4.9,-2,-3.5,81.4,0.099,100,37.5,"['rain', 'snow']",0.2,3.3,,11,7,1020.7,72.5,12.4,77,6.6,4,6:13:58,1619007238,19:46:11,1619055971,0.32,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
21,4/22/2021,1619071200,9.8,-0.2,3.6,9.8,-3.5,2.4,-0.3,77.4,0.171,100,37.5,"['rain', 'snow']",0,2.1,38.9,21.3,318.2,1009.2,40.9,13.7,211.2,18.1,7,6:12:34,1619093554,19:47:12,1619142432,0.35,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
22,4/23/2021,1619157600,12.9,2.6,7.5,12.9,-0.3,6.2,-2.7,50.4,0.031,100,8.33,['rain'],0,0.2,51.8,34.7,289.8,1010.9,6.9,15.8,189.6,16.3,8,6:11:10,1619179870,19:48:13,1619228893,0.39,Rain,Clear conditions throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
23,4/24/2021,1619244000,15.9,0.9,7.8,15.9,-1.5,7.5,1.3,67.8,0,0,0,,0,0,,12.1,15.7,1012.8,17.2,15.1,244.8,21.3,9,6:09:48,1619266188,19:49:14,1619315354,0.42,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
24,4/25/2021,1619330400,25.7,6,15.5,25.7,3.3,15.1,-1.9,35.3,0.007,100,4.17,['rain'],0,0,38.9,15.1,262.1,1005.5,0.3,15.9,296.3,25.7,9,6:08:27,1619352507,19:50:15,1619401815,0.45,Rain,Clear conditions throughout the day with early morning rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
25,4/26/2021,1619416800,24.7,10.5,17.5,24.7,10.5,17.5,-8.7,17.4,0,0,0,,0,0,60.1,25,227.7,1001.7,0,16,235.3,20.2,10,6:07:06,1619438826,19:51:16,1619488276,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
26,4/27/2021,1619503200,14.6,4,9.6,14.6,1.5,8.4,0.4,59.7,10.845,100,41.67,['rain'],0,0,42.2,30.5,344.9,1009.9,40.2,15.1,113.9,9.7,8,6:05:47,1619525147,19:52:17,1619574737,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', 'E4338', '72053800164', 'C7944']",obs,,
27,4/28/2021,1619589600,15.8,3.1,8.9,15.8,1.7,8.6,2.2,67.5,8.36,100,37.5,['rain'],0,0,,10.3,219.4,1019.4,58.7,15,189.2,16.1,7,6:04:29,1619611469,19:53:18,1619661198,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
28,4/29/2021,1619676000,19.8,5.8,12.4,19.8,4.8,12,-0.9,41.9,0,0,0,,0,0,,10.9,188.9,1025.4,1.7,16,304.3,26.2,9,6:03:12,1619697792,19:54:18,1619747658,0.59,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'KBKF', '72476994035', '72469523036', '72053300160', 'BTAC2', 'ATC01', 'KFNL', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
29,4/30/2021,1619762400,25.8,7.7,17.8,25.8,7,17.8,-0.1,32.6,0,0,0,,0,0,25.9,12.7,156,1023.2,0,16,315.7,27.1,9,6:01:56,1619784116,19:55:19,1619834119,0.62,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
30,5/1/2021,1619848800,27.9,15.3,21.7,26.6,15.3,21.3,-0.9,23.6,0,0,0,,0,0,37.1,16.3,165.4,1011.2,3.6,16,209.8,18,8,6:00:41,1619870441,19:56:20,1619920580,0.66,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
31,5/2/2021,1619935200,17.9,8,13.7,17.9,6.3,13.4,3.3,53.3,9.545,100,25,['rain'],0,0,53.6,36.8,337.6,1006.3,44.3,15.7,149,12.7,6,5:59:27,1619956767,19:57:20,1620007040,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
32,5/3/2021,1620021600,7,3,4.1,4.9,0.8,2.7,3.4,94.9,22.907,100,100,['rain'],0,0,44.1,21.8,327.9,1017.8,97.8,10.5,29.9,2.5,1,5:58:15,1620043095,19:58:20,1620093500,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
33,5/4/2021,1620108000,14.8,1.8,7.9,14.8,-0.1,7.7,2.3,71.9,0.685,100,41.67,"['rain', 'snow']",0,0,42.5,20.6,310.5,1018.5,59.2,14.8,256.9,22,9,5:57:03,1620129423,19:59:20,1620179960,0.76,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
34,5/5/2021,1620194400,13,5.9,9.5,13,5.9,9.1,3.7,68.5,0.048,100,20.83,['rain'],0,0,27.6,20.1,16.7,1022.7,57.8,16,191.6,16.5,5,5:55:54,1620215754,20:00:20,1620266420,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
35,5/6/2021,1620280800,19.9,3.8,11.7,19.9,2.5,11.5,3.6,60.1,0,0,0,,0,0,,9.1,353.5,1025.4,0,16,317.5,27.5,9,5:54:45,1620302085,20:01:19,1620352879,0.83,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
36,5/7/2021,1620367200,27.7,7.6,18.3,26.5,7.6,18.1,0.7,34.7,0,0,0,,0,0,34.7,20.1,178.4,1014.4,6,16,240.8,20.7,8,5:53:38,1620388418,20:02:19,1620439339,0.86,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
37,5/8/2021,1620453600,21.9,8.9,15.7,21.9,8.1,15.6,0.4,38.6,0.603,100,25,['rain'],0,0,66.8,42.4,250.3,1008.3,28,15.9,278.9,24.2,9,5:52:32,1620474752,20:03:18,1620525798,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
38,5/9/2021,1620540000,9.8,3,6.8,8.3,1.2,5.1,2,73.9,6.123,100,54.17,['rain'],0,0,33.5,21.9,119.9,1018.3,87.3,15,186.7,16.1,7,5:51:28,1620561088,20:04:17,1620612257,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
39,5/10/2021,1620626400,6.8,0,3.9,6,-4.9,1,3,94.1,7.673,100,95.83,"['rain', 'snow']",0,0,38.8,27,349.4,1018.7,97.8,12.6,37.7,3.2,2,5:50:25,1620647425,20:05:15,1620698715,0.96,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
40,5/11/2021,1620712800,5.9,0.9,2.8,4.9,-2.4,0.9,1.9,93.8,2.015,100,50,"['rain', 'snow']",0,0,,10.9,8.5,1023.4,96.7,11.4,85.7,7.5,4,5:49:23,1620733763,20:06:13,1620785173,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KFNL', 'KBDU', '99999994075', '72053800164']",obs,,
41,5/12/2021,1620799200,16.8,2.7,9.4,16.8,2.7,9.3,1.7,63.9,0,0,0,,0,0,,10.7,76.2,1024.3,30.6,15.9,330.2,28.5,10,5:48:23,1620820103,20:07:11,1620871631,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
42,5/13/2021,1620885600,21.8,4.7,13.9,21.8,3.6,13.8,1.9,50.6,0,0,0,,0,0,29.5,21,35.2,1021,8.1,15.8,259.6,22.4,9,5:47:24,1620906444,20:08:08,1620958088,0.07,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
43,5/14/2021,1620972000,19.9,7.8,13.9,19.9,7.8,13.9,4.8,55.8,0.923,100,8.33,['rain'],0,0,40.7,12.8,304.4,1019.6,27.6,16,225.2,19.3,7,5:46:28,1620992788,20:09:05,1621044545,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
44,5/15/2021,1621058400,15.9,8.7,13,15.9,8.3,13,9.6,80.5,0.274,100,4.17,['rain'],0,0,,19.8,343.3,1017.5,76.8,16,100.8,8.7,5,5:45:32,1621079132,20:10:02,1621131002,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
45,5/16/2021,1621144800,14,9.8,12.5,14,9.8,12.5,9.8,83.9,0.055,100,25,['rain'],0,0,,17.5,45.5,1017,75.9,16,67,5.7,3,5:44:38,1621165478,20:10:58,1621217458,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
46,5/17/2021,1621231200,16.8,9,12.2,16.8,7,12,10.3,89.4,18.966,100,37.5,['rain'],0,0,,14.2,342,1016.4,89.4,13.8,99.9,8.7,4,5:43:46,1621251826,20:11:53,1621303913,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
47,5/18/2021,1621317600,16.9,7.9,12.1,16.9,7.1,11.9,8.4,80,0,0,0,,0,0,,12.7,79.3,1014.5,53.2,15.9,208.8,17.9,8,5:42:56,1621338176,20:12:48,1621390368,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KLMO', 'D5993', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
48,5/19/2021,1621404000,22.9,5.3,13.1,22.9,4.8,13,7.4,72.2,0.36,100,4.17,['rain'],0,0,,12.8,311.2,1012.6,0,16,252.7,21.7,10,5:42:07,1621424527,20:13:42,1621476822,0.25,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
49,5/20/2021,1621490400,23.1,5.8,14.6,23.1,5.1,14.4,7.4,65.3,0,0,0,,0,0,,11.1,312.1,1008.7,6.2,16,251.6,21.7,10,5:41:20,1621510880,20:14:36,1621563276,0.31,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', 'BTAC2', 'ATC01', '99999994075', '72053800164']",obs,,
50,5/21/2021,1621576800,21.7,7,14.5,21.7,5.6,14.3,7.2,65.8,0,0,0,,0,0,51.8,19.8,350.9,1011,7.3,16,142.8,12.3,8,5:40:34,1621597234,20:15:29,1621649729,0.34,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', '99999994075', 'KBDU', '72053800164']",obs,,
51,5/22/2021,1621663200,16,6.9,12.2,16,6.1,12.1,8.8,80.6,0.261,100,20.83,['rain'],0,0,,16.1,10.4,1019.7,55.1,16,140.6,11.9,5,5:39:51,1621683591,20:16:21,1621736181,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
52,5/23/2021,1621749600,23.8,10,15.2,23.8,10,15.2,4.8,61.4,7.162,100,16.67,['rain'],0,0,56.5,39.9,242.1,1014.9,48.1,13,265.5,22.8,8,5:39:09,1621769949,20:17:12,1621822632,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
53,5/24/2021,1621836000,21.9,5.6,14.1,21.9,4.2,13.8,1.5,48.2,0,0,0,,0,0,29.5,16.1,53.3,1017.2,0.1,16,339.4,29.1,10,5:38:29,1621856309,20:18:03,1621909083,0.44,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
54,5/25/2021,1621922400,23.8,10.6,17.5,23.8,10.6,17.5,-0.9,30.6,0,0,0,,0,0,40.7,21.4,275.7,1018.9,5.7,16,318.5,27.3,10,5:37:51,1621942671,20:18:53,1621995533,0.48,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
55,5/26/2021,1622008800,25.8,9.7,16.8,25.8,9.2,16.7,3.7,46.4,0,0,0,,0,0,50,28.7,285.4,1017.4,5.4,16,187.4,16,5,5:37:14,1622029034,20:19:42,1622081982,0.5,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
56,5/27/2021,1622095200,21.9,9.7,16.1,21.9,8.9,16,5.2,50.8,0,0,0,,0,0,29.5,19.6,64.1,1020.1,4,16,323.3,27.7,9,5:36:40,1622115400,20:20:30,1622168430,0.54,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
57,5/28/2021,1622181600,24.8,8.8,16.5,24.8,7.8,16.5,6.4,55.9,0,0,0,,0,0,37.1,14.1,329.5,1018.3,19.7,15.9,277.9,24.1,10,5:36:07,1622201767,20:21:17,1622254877,0.58,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164', 'C7944']",obs,,
58,5/29/2021,1622268000,17.9,10.6,15,17.9,10.6,15,8,64.3,1.215,100,16.67,['rain'],0,0,,14.4,57.9,1018.3,37.6,15.4,194.7,16.8,7,5:35:36,1622288136,20:22:03,1622341323,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
59,5/30/2021,1622354400,12.8,8,10.5,12.8,6.3,10,10.3,98.3,18.502,100,66.67,['rain'],0,0,33.5,23.1,8.3,1023.3,93.7,11.1,29.6,2.6,2,5:35:07,1622374507,20:22:48,1622427768,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
60,5/31/2021,1622440800,14.8,8,10.8,14.8,7.6,10.8,8.5,86.5,2.133,100,41.67,['rain'],0,0,,7.6,226.9,1025.7,77.6,13.6,91.1,7.9,5,5:34:40,1622460880,20:23:32,1622514212,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KLMO', 'D5993', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
61,6/1/2021,1622527200,18.9,6.8,13.1,18.9,6.8,13,6.4,66.4,0.288,100,20.83,['rain'],0,0,25.9,13.6,225.9,1022.9,35.3,15.8,205.4,17.8,9,5:34:15,1622547255,20:24:14,1622600654,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
62,6/2/2021,1622613600,22.9,7.9,16.6,22.9,7.9,16.6,6.4,54.2,0,0,0,,0,0,,7.6,104.2,1019.8,3.9,16,302.4,26.1,10,5:33:51,1622633631,20:24:56,1622687096,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
63,6/3/2021,1622700000,26.9,11.6,19.9,26.3,11.6,19.8,7.1,46.5,0,0,0,,0,0,,10.7,98.4,1018.6,0,16,337,29.1,9,5:33:30,1622720010,20:25:36,1622773536,0.78,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'BTAC2', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
64,6/4/2021,1622786400,29.9,12.7,22.2,28.1,12.7,21.8,6.2,39.3,0,0,0,,0,0,,10.8,83.8,1017.2,0,16,342.1,29.5,10,5:33:11,1622806391,20:26:16,1622859976,0.81,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
65,6/5/2021,1622872800,31.7,13.8,23.5,30,13.8,23.1,6.1,34.5,0,0,0,,0,0,38.6,20.5,245.1,1012.4,6.1,16,297.5,25.7,10,5:32:53,1622892773,20:26:53,1622946413,0.84,Clear,Clear conditions throughout the day.,clear-day,"['KLMO', 'D5993', '72053300160', 'ATC01', 'KBDU', '99999994075', '72053800164']",obs,,
